web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,lineups,lineups-href,team1 player1,team1 missing player1,team1 missing player2,team1 missing player3,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
"1666011711-111","https://www.flashscore.com/match/tSym2ZIu/#/match-summary/match-summary","06.01.2018 14:00","Atl. Madrid","Getafe","2-0Finished","Correa A.","Costa D.","Gabi (C)","Godin D.","Griezmann A.","Hernandez L.","Oblak J. (G)","Koke","Savic S.","Suarez D.","Suarez D.","Arambarri M.","Cala J.","Djene","Martinez E. (G)","Molina J. (C)","Mora S.","Ndiaye A.","Portillo F.","Rodriguez A.","Suarez D.","Lineups","https://www.flashscore.com/match/tSym2ZIu/#/match-summary/lineups","Carrasco Y.","Filipe Luis","Gaitan N.","Niguez S.","Bergara M.","null","null","47 023","Metropolitano Stadium (Madrid)","LaLiga - Round 18"
