date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
29.10.2017 19:30,Eibar,Levante,2-2Finished,Arbilla A.,Capa A.,Cote,Dmitrovic M. (G),Enrich S.,Escalante G.,Garcia D. (C),Inui T.,Garcia K.,Lomban D.,Postigo S.,Alejo I.,Leon P.,Ramis I.,Postigo S.,Bardhi E.,Campana J.,Chema,Fernandez R. (G),Lerma J.,Lopez I.,Lopez P. (C),Luna A.,Morales J. L.,Postigo S.,Jason,Lopez I.,Marti R.,5 131,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 10
