date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
19.09.2017 21:00,Valencia,Malaga,5-0Finished,Gabriel Paulista,Guedes G.,Kondogbia G.,Lato T.,Mina S.,Montoya M.,Murillo J.,Parejo D. (C),Neto (G),Soler C.,Rolon E.,Gil I.,Vezo R.,null,Rolon E.,Gonzalez D.,Hernandez L.,Jimenez R. (G),Jony,Kuzmanovic Z.,Mula A.,Recio (C),Ricca F.,Rolan D.,Rolon E.,Penaranda A.,Torres M.,null,36 215,Estadio de Mestalla (Valencia),LaLiga - Round 5
25.09.2017 22:00,Betis,Levante,4-0Finished,Adan A. (G),Amat J.,Barragan A.,Durmisi R.,Garcia J.,Guardado A.,Joaquin (C),Mandi A.,Leon S.,Ruiz F.,Tono,Boudebouz R.,Camarasa V.,Campbell J.,Tono,Bardhi E.,Campana J.,Chema,Fernandez R. (G),Lopez I.,Lopez P. (C),Morales J. L.,Postigo S.,Rober Pier,Tono,Jason,Lerma J.,Lopez I.,48 237,Estadio Benito Villamarín (Sevilla),LaLiga - Round 6
23.09.2017 21:45,Girona,Barcelona,0-3Finished,Aday (C),Bernardo,Douglas Luiz,Garcia A.,Iraizoz G. (G),Juanpe,Maffeo P.,Pons P.,Olunga M.,Portu,Vidal A.,Muniesa M.,Planas C.,Suarez J.,Vidal A.,Iniesta A.,Mascherano J.,Messi L. (C),Paulinho,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Umtiti S.,Vidal A.,Dembele O.,Rafinha,null,13 305,Estadio Municipal de Montilivi (Girona),LaLiga - Round 6
23.09.2017 19:30,Malaga,Ath Bilbao,3-3Finished,Adrian,Baston B.,Baysse P.,Hernandez L.,Jimenez R. (G),Kuzmanovic Z.,Mula A.,Ricca F.,Recio (C),Rolan D.,Williams I.,Castro Irizábal G.,Gonen C.,Penaranda A.,Williams I.,Arrizabalaga K. (G),Balenziaga M.,Cordoba I.,Laporte A.,Lekue I.,Muniain I. (C),Nunez U.,San Jose M.,Vesga M.,Williams I.,Alvarez Y.,Rico M.,Undabarrena I.,23 425,Estadio La Rosaleda (M?laga),LaLiga - Round 6
24.09.2017 17:15,Getafe,Villarreal,4-0Finished,Antunes V.,Arambarri M.,Bergara M.,Cala J.,Djene,Guaita (G),Jimenez A.,Ndiaye A.,Molina J. (C),Rodriguez A.,Unal E.,Chuli,Gorosito N.,Pacheco D.,Unal E.,Barbosa M. (G),Castillejo S.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Rukavina A.,Semedo R.,Trigueros M.,Unal E.,Asenjo S.,Fernandez A.,Marin A.,10 874,Coliseum Alfonso Perez (Getafe),LaLiga - Round 6
24.09.2017 19:30,Las Palmas,Leganes,0-2Finished,Aquilani A.,Calleri J.,Castellano J.,Chichizola L. (G),Herrera B.,Lemos M.,Michel Macedo,Tana,Navarro X.,Tannane O.,Zaldua J.,Bigas P.,Castellano D.,Halilovic A.,Zaldua J.,Brasanac D.,Dos Santos M.,Eraso J.,Gabriel,Garcia R.,Perez R.,Pichu Cuellar (G),Siovas D.,Szymanowski A. (C),Zaldua J.,Munoz E.,Omar,Serantes J.,17 560,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 6
24.09.2017 19:30,Eibar,Celta Vigo,0-4Finished,Bebe,Capa A.,Charles,Cote,Dmitrovic M. (G),Escalante G.,Galvez A.,Garcia K.,Garcia D. (C),Inui T.,Wass D.,Alejo I.,Leon P.,Ramis I.,Wass D.,Blanco R. (G),Cabral G.,Gomez M.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mallo H. (C),Sisto P.,Wass D.,Radoja N.,Radoja N.,null,5 345,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 6
23.09.2017 14:00,Atl. Madrid,Sevilla,2-0Finished,Carrasco Y.,Filipe Luis,Gabi (C),Griezmann A.,Hernandez L.,Koke,Niguez S.,Savic S.,Oblak J. (G),Vietto L.,Vazquez F.,Fernandez A.,null,null,Vazquez F.,Carole L.,Carrico D. (C),Gabriel Mercado,Lenglet C.,Muriel L.,Navas J.,N'Zonzi S.,Rico S. (G),Sarabia P.,Vazquez F.,Kjaer S.,Nolito,null,60 823,Metropolitano Stadium (Madrid),LaLiga - Round 6
24.09.2017 21:45,Real Sociedad,Valencia,2-3Finished,Elustondo A.,Illarramendi A.,Juanmi,Odriozola A.,Oyarzabal M.,Prieto X. (C),Rodrigues K.,Willian Jose,Rulli G. (G),Zubeldia I.,Zaza S.,Llorente D.,Martinez C.,Martinez I.,Zaza S.,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Parejo D. (C),Rodrigo,Soler C.,Vidal N.,Zaza S.,Gil I.,Vezo R.,null,20 266,Reale Arena (San Sebastian),LaLiga - Round 6
01.10.2017 17:15,Barcelona,Las Palmas,3-0Finished,Alba J.,Busquets S.,Mascherano J.,Messi L. (C),Paulinho,Pique G.,Roberto S.,Suarez L.,Suarez D.,ter Stegen M. (G),Viera J. (C),Dembele O.,Rafinha,null,Viera J. (C),Calleri J.,Chichizola L. (G),Hernan,Herrera B.,Lemos M.,Michel Macedo,Navarro X.,Tana,Tannane O.,Viera J. (C),Bigas P.,Castellano D.,Halilovic A.,null,Camp Nou (Barcelona),LaLiga - Round 7
30.09.2017 19:30,Levante,Alaves,0-2Finished,Alegria A.,Bardhi E.,Campana J.,Chema,Fernandez R. (G),Lopez P. (C),Morales J. L.,Rober Pier,Postigo S.,Samuel,Torres D.,Jason,Lerma J.,Lopez I.,Torres D.,Duarte R.,Ely R.,Garcia M. (C),Ibai,Maripan G.,Medran A.,Munir El Haddadi,Pacheco F. (G),Pedraza A.,Torres D.,Galilea E.,Hernandez H.,Krkic B.,18 528,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 7
01.10.2017 21:45,Real Madrid,Espanyol,2-0Finished,Asensio M.,Casemiro,Fernandez N.,Hakimi A.,Isco,Kroos T.,Modric L.,Ramos S. (C),Navas K. (G),Ronaldo C.,Sanchez S.,Bale G.,Bale G.,Benzema K.,Sanchez S.,Fuego J.,Hermoso M.,Jurado J. M.,Leo Baptistao,Lopez D. (C),Lopez P. (G),Martin A.,Moreno G.,Roca M.,Sanchez S.,Duarte O.,Lopez A.,Lopez J.,71 205,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 7
29.09.2017 22:00,Celta Vigo,Girona,3-3Finished,Aspas I.,Blanco R. (G),Fontas A.,Gomez M.,Gomez S.,Jonny,Jozabed,Mallo H. (C),Lobotka S.,Sisto P.,Stuani C. (C),Radoja N.,Radoja N.,null,Stuani C. (C),Bernardo,Garcia A.,Garcia B.,Iraizoz G. (G),Juanpe,Maffeo P.,Mojica J.,Pons P.,Portu,Stuani C. (C),Amagat E.,Muniesa M.,Suarez J.,16 126,Estadio de Bala?dos (Vigo),LaLiga - Round 7
01.10.2017 19:30,Villarreal,Eibar,3-0Finished,Bakambu C.,Barbosa M. (G),Castillejo S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Ruiz V.,Rodri,Sansone N.,Pena R.,Bruno,Fernandez A.,Marin A.,Pena R.,Capa A.,Dmitrovic M. (G),Enrich S.,Escalante G.,Garcia D. (C),Garcia K.,Inui T.,Junca D.,Lomban D.,Pena R.,Alejo I.,Leon P.,Ramis I.,17 090,Estadio de la Ceramica (Villarreal),LaLiga - Round 7
30.09.2017 21:45,Leganes,Atl. Madrid,0-0Finished,Beauvue C.,Brasanac D.,Dos Santos M.,Eraso J. (C),Gabriel,Garcia R.,Perez R.,Siovas D.,Pichu Cuellar (G),Szymanowski A.,Vietto L.,Munoz E.,Omar,Serantes J.,Vietto L.,Gabi (C),Gimenez J. M.,Godin D.,Griezmann A.,Koke,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Vietto L.,Fernandez A.,Filipe Luis,null,11 454,Estadio Municipal de Butarque (Leganes),LaLiga - Round 7
30.09.2017 14:00,Dep. La Coruna,Getafe,2-1Finished,Borges C. (C),Cartabia F.,Colak E.,Guilherme,Juanfran,Luisinho,Pantilimon C. (G),Schar F.,Perez L.,Sidnei,Suarez D.,Adrian,Gil C.,Mosquera P.,Suarez D.,Arambarri M.,Bergara M.,Cala J.,Djene,Guaita (G),Jimenez A.,Molina J. (C),Ndiaye A.,Rodriguez A.,Suarez D.,Gorosito N.,Montero J.,Pacheco D.,19 329,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 7
30.09.2017 17:15,Sevilla,Malaga,2-0Finished,Correa J.,Escudero S. (C),Gabriel Mercado,Kjaer S.,Krohn-Dehli M.,Lenglet C.,Muriel L.,Pizarro G.,Navas J.,Soria D. (G),Torres M.,Pareja N.,null,null,Torres M.,Baysse P.,Jimenez R. (G),Juankar,Mula A.,Recio (C),Ricca F.,Rolan D.,Rolon E.,Rosales R.,Torres M.,Gonen C.,Gonzalez D.,Kuzmanovic Z.,34 430,Estadio Ram?n S?nchez Pizju?n (Sevilla),LaLiga - Round 7
01.10.2017 19:30,Valencia,Ath Bilbao,3-2Finished,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Montoya M.,Neto (G),Parejo D. (C),Rodrigo,Pereira A.,Soler C.,Williams I.,Jimenez J.,Orellana F.,Vezo R.,Williams I.,Balenziaga M.,Cordoba I.,Iturraspe A.,Laporte A.,Lekue I.,Nunez U.,San Jose M.,Susaeta M. (C),Vesga M.,Williams I.,Alvarez Y.,Muniain I.,Undabarrena I.,42 070,Estadio de Mestalla (Valencia),LaLiga - Round 7
01.10.2017 13:00,Real Sociedad,Betis,4-4Finished,Illarramendi A.,Juanmi,Llorente D.,Navas R.,Odriozola A.,Oyarzabal M.,Prieto X. (C),Rulli G. (G),Rodrigues K.,Willian Jose,Tello C.,Januzaj A.,Martinez C.,Martinez I.,Tello C.,Barragan A.,Durmisi R.,Feddal Z.,Garcia J.,Guardado A.,Joaquin (C),Mandi A.,Ruiz F.,Sanabria A.,Tello C.,Boudebouz R.,Camarasa V.,Campbell J.,19 669,Reale Arena (San Sebastian),LaLiga - Round 7
15.10.2017 21:45,Betis,Valencia,3-6Finished,Adan A. (G),Barragan A.,Durmisi R.,Feddal Z.,Guardado A.,Joaquin (C),Leon S.,Narvaez J.,Mandi A.,Ruiz F.,Zaza S.,Boudebouz R.,Firpo J.,Garcia J.,Zaza S.,Gaya J.,Guedes G.,Kondogbia G.,Murillo J.,Neto (G),Parejo D. (C),Rodrigo,Soler C.,Vidal N.,Zaza S.,Jimenez J.,Orellana F.,Vezo R.,48 792,Estadio Benito Villamarín (Sevilla),LaLiga - Round 8
15.10.2017 17:15,Girona,Villarreal,1-2Finished,Aday,Bernardo,Garcia B.,Granell A. (C),Iraizoz G. (G),Juanpe,Maffeo P.,Portu,Pons P.,Ramalho J.,Trigueros M.,Alcala P.,Amagat E.,Muniesa M.,Trigueros M.,Barbosa M. (G),Castillejo S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Ruiz V.,Sansone N.,Trigueros M.,Bruno,Fernandez A.,Marin A.,9 935,Estadio Municipal de Montilivi (Girona),LaLiga - Round 8
14.10.2017 14:00,Ath Bilbao,Sevilla,1-0Finished,Aduriz A.,Arrizabalaga K. (G),Balenziaga M.,Cordoba I.,Garcia R.,Laporte A.,Lekue I.,San Jose M.,Nunez U.,Susaeta M. (C),Vazquez F.,Alvarez Y.,Muniain I.,Undabarrena I.,Vazquez F.,Carole L.,Corchia S.,Correa J.,Kjaer S.,Lenglet C.,Navas J. (C),N'Zonzi S.,Pizarro G.,Rico S. (G),Vazquez F.,Carrico D.,Pareja N.,null,40 197,Estadio San Mam?s (Bilbao),LaLiga - Round 8
14.10.2017 19:30,Alaves,Real Sociedad,0-2Finished,Alexis,Duarte R.,Ely R.,Garcia M. (C),Ibai,Maripan G.,Medran A.,Pacheco F. (G),Munir El Haddadi,Pedraza A.,Zubeldia I.,Galilea E.,Hernandez H.,Laguardia V.,Zubeldia I.,Illarramendi A.,Juanmi,Llorente D.,Odriozola A.,Oyarzabal M.,Prieto X. (C),Rodrigues K.,Rulli G. (G),Willian Jose,Zubeldia I.,Agirretxe I.,Martinez C.,Martinez I.,19 840,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 8
14.10.2017 17:15,Getafe,Real Madrid,1-2Finished,Antunes V.,Arambarri M.,Bergara M.,Cala J.,Djene,Fajr F.,Guaita (G),Molina J. (C),Jimenez A.,Ndiaye A.,Ronaldo C.,Gorosito N.,Montero J.,Pacheco D.,Ronaldo C.,Benzema K.,Casilla K. (G),Fernandez N.,Hakimi A.,Kroos T.,Llorente M.,Lucas,Marcelo,Ramos S. (C),Ronaldo C.,Bale G.,Carvajal D.,Kovacic M.,15 350,Coliseum Alfonso Perez (Getafe),LaLiga - Round 8
16.10.2017 22:00,Las Palmas,Celta Vigo,2-5Finished,Aquilani A.,Bigas P.,Calleri J.,Chichizola L. (G),Garcia D. (C),Hernan,Herrera B.,Momo F. C.,Michel Macedo,Tannane O.,Wass D.,Halilovic A.,Samper S.,null,Wass D.,Blanco R. (G),Cabral G.,Gomez S.,Hernandez P.,Jonny,Jozabed,Lobotka S.,Mor E.,Sisto P.,Wass D.,Gomez M.,Mallo H.,Roncaglia F.,15 799,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 8
15.10.2017 13:00,Eibar,Dep. La Coruna,0-0Finished,Arbilla A.,Capa A.,Dmitrovic M. (G),Enrich S.,Escalante G.,Garcia D. (C),Garcia K.,Junca D.,Jordan J.,Oliveira P.,Valverde F.,Alejo I.,Leon P.,Rico F.,Valverde F.,Andone F.,Borges C. (C),Cartabia F.,Colak E.,Guilherme,Juanfran,Luisinho,Sidnei,Uzoho F. (G),Valverde F.,Adrian,Gil C.,Mosquera P.,5 125,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 8
15.10.2017 19:30,Malaga,Leganes,0-2Finished,Baysse P.,Hernandez L.,Jimenez R. (G),Juankar,Juanpi,Mula A.,Penaranda A.,Rolan D.,Recio (C),Rolon E.,Zaldua J.,Gonen C.,Gonzalez D.,Ricca F.,Zaldua J.,Dos Santos M.,El Zhar N.,Eraso J.,Gabriel,Garcia R.,Perez R.,Pichu Cuellar (G),Siovas D.,Szymanowski A. (C),Zaldua J.,Munoz E.,Omar,Serantes J.,23 951,Estadio La Rosaleda (M?laga),LaLiga - Round 8
14.10.2017 21:45,Atl. Madrid,Barcelona,1-1Finished,Carrasco Y.,Correa A.,Filipe Luis,Gabi (C),Godin D.,Griezmann A.,Juanfran,Niguez S.,Koke,Oblak J. (G),Umtiti S.,Fernandez A.,Vrsaljko S.,null,Umtiti S.,Busquets S.,Gomes A.,Iniesta A. (C),Messi L.,Pique G.,Rakitic I.,Semedo N.,Suarez L.,ter Stegen M. (G),Umtiti S.,Dembele O.,Rafinha,null,64 393,Metropolitano Stadium (Madrid),LaLiga - Round 8
13.10.2017 22:00,Espanyol,Levante,0-0Finished,Darder S.,Fuego J.,Hermoso M.,Jurado J. M.,Leo Baptistao,Lopez D. (C),Lopez P. (G),Moreno G.,Martin A.,Navarro M.,Postigo S.,Duarte O.,Lopez A.,null,Postigo S.,Chema,Doukoure C.,Fernandez R. (G),Lerma J.,Lopez I.,Lopez P. (C),Luna A.,Mesa N.,Morales J. L.,Postigo S.,Jason,Lopez I.,Marti R.,19 365,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 8
21.10.2017 17:15,Betis,Alaves,2-0Finished,Adan A. (G),Amat J.,Barragan A.,Camarasa V.,Campbell J.,Garcia J.,Guardado A.,Mandi A.,Joaquin (C),Sanabria A.,Wakaso M.,Durmisi R.,Firpo J.,null,Wakaso M.,Ely R.,Garcia M. (C),Maripan G.,Medran A.,Munir El Haddadi,Pacheco F. (G),Pedraza A.,Torres D.,Vigaray C.,Wakaso M.,Galilea E.,Hernandez H.,Laguardia V.,49 304,Estadio Benito Villamarín (Sevilla),LaLiga - Round 9
23.10.2017 22:00,Dep. La Coruna,Girona,1-2Finished,Albentosa R.,Borges C. (C),Cartabia F.,Colak E.,Guilherme,Juanfran,Luisinho,Sidnei,Perez L.,Uzoho F. (G),Ramalho J.,Bicho J.,Gil C.,Ruben,Ramalho J.,Bernardo,Bono (G),Garcia A.,Garcia B.,Juanpe,Kayode O.,Maffeo P.,Pons P.,Portu,Ramalho J.,Alcala P.,Amagat E.,Muniesa M.,17 588,Estadio Municipal de Riazor (La Coru?a),LaLiga - Round 9
22.10.2017 17:15,Celta Vigo,Atl. Madrid,0-1Finished,Alvarez S. (G),Aspas I.,Cabral G.,Gomez M.,Gomez S.,Hernandez P.,Jonny,Mallo H. (C),Lobotka S.,Sisto P.,Savic S.,Blanco R.,Roncaglia F.,null,Savic S.,Gabi (C),Gameiro K.,Godin D.,Griezmann A.,Hernandez L.,Juanfran,Niguez S.,Oblak J. (G),Partey T.,Savic S.,Carrasco Y.,Koke,null,13 031,Estadio de Bala?dos (Vigo),LaLiga - Round 9
22.10.2017 19:30,Leganes,Ath Bilbao,1-0Finished,Amrabat N.,Beauvue C.,Dos Santos M.,El Zhar N.,Eraso J.,Gabriel (C),Garcia R.,Pichu Cuellar (G),Perez R.,Siovas D.,Williams I.,Munoz E.,Omar,Serantes J.,Williams I.,Arrizabalaga K. (G),Boveda E.,Cordoba I.,Garcia R.,Laporte A.,Nunez U.,Saborit E.,San Jose M. (C),Vesga M.,Williams I.,Alvarez Y.,Balenziaga M.,Muniain I.,10 509,Estadio Municipal de Butarque (Leganes),LaLiga - Round 9
22.10.2017 21:45,Real Madrid,Eibar,3-0Finished,Asensio M.,Casemiro,Casilla K. (G),Ceballos D.,Fernandez N.,Hernandez T.,Isco,Ramos S. (C),Modric L.,Ronaldo C.,Rivera C.,Bale G.,Carvajal D.,Kovacic M.,Rivera C.,Capa A. (C),Charles,Cote,Dmitrovic M. (G),Escalante G.,Inui T.,Jordan J.,Lomban D.,Oliveira P.,Rivera C.,Alejo I.,Leon P.,Ramis I.,63 705,Estadio Santiago Bernab?u (Madrid),LaLiga - Round 9
22.10.2017 13:00,Villarreal,Las Palmas,4-0Finished,Bacca C.,Bakambu C.,Barbosa M. (G),Castillejo S.,Costa J.,Fornals P.,Gonzalez A.,Rodri,Mario Gaspar (C),Ruiz V.,Vitolo,Bruno,Fernandez A.,Marin A.,Vitolo,Calleri J.,Castellano D.,Chichizola L. (G),Gomez V.,Lemos M.,Michel Macedo,Navarro X.,Tannane O.,Viera J. (C),Vitolo,Halilovic A.,Samper S.,null,16 709,Estadio de la Ceramica (Villarreal),LaLiga - Round 9
21.10.2017 21:45,Barcelona,Malaga,2-0Finished,Busquets S.,Deulofeu G.,Digne L.,Iniesta A. (C),Mascherano J.,Messi L.,Rakitic I.,Suarez L.,Roberto S.,ter Stegen M. (G),Rosales R. (C),Alba J.,Dembele O.,Rafinha,Rosales R. (C),Baysse P.,Castro Irizábal G.,Hernandez L.,Juankar,Keko,Penaranda A.,Prieto A. (G),Rolan D.,Rolon E.,Rosales R. (C),Gonzalez D.,Jimenez R.,Kuzmanovic Z.,69 872,Camp Nou (Barcelona),LaLiga - Round 9
21.10.2017 14:00,Levante,Getafe,1-1Finished,Campana J.,Chema,Fernandez R. (G),Lerma J.,Lopez I.,Lopez P. (C),Luna A.,Morales J. L.,Mesa N.,Postigo S.,Suarez D.,Jason,Lopez I.,Marti R.,Suarez D.,Arambarri M.,Bergara M.,Cala J.,Djene,Fajr F.,Guaita (G),Molina J. (C),Ndiaye A.,Portillo F.,Suarez D.,Gorosito N.,Jimenez A.,Montero J.,17 287,Estadi Ciutat de Val?ncia (Valencia),LaLiga - Round 9
21.10.2017 19:30,Valencia,Sevilla,4-0Finished,Gabriel Paulista,Gaya J.,Guedes G.,Kondogbia G.,Montoya M.,Murillo J.,Neto (G),Rodrigo,Parejo D. (C),Soler C.,Vazquez F.,Jimenez J.,Orellana F.,Vezo R.,Vazquez F.,Escudero S. (C),Gabriel Mercado,Kjaer S.,Lenglet C.,Muriel L.,Navas J.,Nolito,Pizarro G.,Rico S. (G),Vazquez F.,Carrico D.,Mena P.,Mena P.,44 375,Estadio de Mestalla (Valencia),LaLiga - Round 9
23.10.2017 21:00,Real Sociedad,Espanyol,1-1Finished,Illarramendi A.,Llorente D.,Martinez I.,Odriozola A.,Oyarzabal M.,Prieto X. (C),Rodrigues K.,Vela C.,Rulli G. (G),Willian Jose,Sanchez V. (C),Agirretxe I.,null,null,Sanchez V. (C),Fuego J.,Hermoso M.,Jurado J. M.,Leo Baptistao,Lopez D.,Lopez P. (G),Martin A.,Moreno G.,Piatti P.,Sanchez V. (C),Duarte O.,Lopez A.,null,18 434,Reale Arena (San Sebastian),LaLiga - Round 9
29.10.2017 17:15,Girona,Real Madrid,2-1Finished,Aday,Bernardo,Bono (G),Garcia B.,Granell A. (C),Juanpe,Maffeo P.,Pons P.,Muniesa M.,Portu,Varane R.,Alcala P.,Amagat E.,Boulaya F.,Varane R.,Casemiro,Casilla K. (G),Hakimi A.,Isco,Kroos T.,Marcelo,Modric L.,Ramos S. (C),Ronaldo C.,Varane R.,Bale G.,Carvajal D.,Kovacic M.,13 382,Estadio Municipal de Montilivi (Girona),LaLiga - Round 10
29.10.2017 21:45,Malaga,Celta Vigo,2-1Finished,Adrian,Baysse P.,Castro Irizábal G.,Hernandez L.,Jimenez R. (G),Juankar,Juanpi,Penaranda A.,Keko,Recio (C),Wass D.,Gonzalez D.,Kuzmanovic Z.,Ricca F.,Wass D.,Blanco R. (G),Cabral G.,Gomez M.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mallo H. (C),Sisto P.,Wass D.,Mor E.,Roncaglia F.,null,19 541,Estadio La Rosaleda (M?laga),LaLiga - Round 10
29.10.2017 21:45,Malaga,Celta Vigo,2-1Finished,Adrian,Baysse P.,Castro Irizábal G.,Hernandez L.,Jimenez R. (G),Juankar,Juanpi,Penaranda A.,Keko,Recio (C),Wass D.,Gonzalez D.,Kuzmanovic Z.,Ricca F.,Wass D.,Blanco R. (G),Cabral G.,Gomez M.,Gomez S.,Hernandez P.,Jonny,Lobotka S.,Mallo H. (C),Sisto P.,Wass D.,Mor E.,Roncaglia F.,null,19 541,Estadio La Rosaleda (M?laga),LaLiga - Round 10
28.10.2017 21:45,Ath Bilbao,Barcelona,0-2Finished,Aduriz A.,Arrizabalaga K. (G),Boveda E.,Cordoba I.,Garcia R.,Iturraspe A. (C),Laporte A.,Nunez U.,Lekue I.,San Jose M.,Umtiti S.,Alvarez Y.,Balenziaga M.,Muniain I.,Umtiti S.,Busquets S.,Gomes A.,Messi L. (C),Paulinho,Pique G.,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Umtiti S.,Dembele O.,Iniesta A.,Mascherano J.,43 570,Estadio San Mam?s (Bilbao),LaLiga - Round 10
28.10.2017 14:00,Alaves,Valencia,1-2Finished,Alexis,Dieguez A.,Ely R.,Garcia M. (C),Munir El Haddadi,Pacheco F. (G),Pedraza A.,Santos C.,Pina T.,Vigaray C.,Zaza S.,Galilea E.,Hernandez H.,Laguardia V.,Zaza S.,Garay E.,Gaya J. (C),Guedes G.,Kondogbia G.,Montoya M.,Neto (G),Pereira A.,Rodrigo,Soler C.,Zaza S.,Jimenez J.,Parejo D.,null,18 638,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 10
29.10.2017 13:00,Getafe,Real Sociedad,2-1Finished,Antunes V.,Arambarri M.,Bergara M.,Cala J.,Djene,Fajr F.,Guaita (G),Molina J. (C),Jimenez A.,Ndiaye A.,Zubeldia I.,Pacheco D.,Shibasaki G.,null,Zubeldia I.,de La Bella A.,Januzaj A.,Llorente D.,Martinez I.,Odriozola A.,Oyarzabal M.,Prieto X. (C),Rulli G. (G),Willian Jose,Zubeldia I.,Agirretxe I.,Illarramendi A.,Rodrigues K.,11 010,Coliseum Alfonso Perez (Getafe),LaLiga - Round 10
28.10.2017 23:30,Sevilla,Leganes,2-1Finished,Ben Yedder W.,Corchia S.,Correa J.,Escudero S. (C),Kjaer S.,Krohn-Dehli M.,Lenglet C.,Pizarro G.,N'Zonzi S.,Sarabia P.,Zaldua J.,Carrico D.,Gabriel Mercado,Mena P.,Zaldua J.,Beauvue C.,Dos Santos M.,Eraso J.,Gabriel,Garcia R.,Perez R.,Pichu Cuellar (G),Siovas D.,Szymanowski A. (C),Zaldua J.,Omar,Serantes J.,null,32 097,Estadio Ram?n S?nchez Pizju?n (Sevilla),LaLiga - Round 10
30.10.2017 22:00,Las Palmas,Dep. La Coruna,1-3Finished,Bigas P.,Calleri J.,Castellano D.,Gomez V.,Lemos M.,Michel Macedo,Raul C. (G),Samper S.,Remy L.,Viera J. (C),Valverde F.,Halilovic A.,Tannane O.,null,Valverde F.,Borges C. (C),Cartabia F.,Guilherme,Juanfran,Luisinho,Pantilimon C. (G),Perez L.,Schar F.,Sidnei,Valverde F.,Bicho J.,Gil C.,Ruben,14 769,Estadio de Gran Canaria (Las Palmas),LaLiga - Round 10
28.10.2017 19:30,Atl. Madrid,Villarreal,1-1Finished,Correa A.,Filipe Luis,Gabi (C),Gameiro K.,Godin D.,Griezmann A.,Juanfran,Oblak J. (G),Niguez S.,Partey T.,Trigueros M.,Carrasco Y.,Koke,null,Trigueros M.,Bakambu C.,Barbosa M. (G),Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Rodri,Ruiz V.,Soriano R.,Trigueros M.,Bruno,Fernandez A.,Semedo R.,61 421,Metropolitano Stadium (Madrid),LaLiga - Round 10
30.10.2017 22:00,Espanyol,Betis,1-0Finished,Darder S.,Fuego J.,Hermoso M.,Jurado J. M.,Leo Baptistao,Lopez D.,Lopez P. (G),Moreno G.,Martin A.,Piatti P.,Tosca A.,Duarte O.,Lopez A.,null,Tosca A.,Amat J.,Barragan A.,Garcia J.,Guardado A.,Joaquin (C),Leiva N.,Mandi A.,Ruiz F.,Sanabria A.,Tosca A.,Durmisi R.,Feddal Z.,Firpo J.,17 545,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 10
03.11.2017 22:00,Betis,Getafe,2-2Finished,Adan A. (G),Amat J.,Barragan A.,Camarasa V.,Garcia J.,Guardado A.,Joaquin (C),Mandi A.,Leon S.,Tello C.,Rodriguez A.,Campbell J.,Durmisi R.,Feddal Z.,Rodriguez A.,Arambarri M.,Bergara M.,Cala J.,Djene,Guaita (G),Molina J. (C),Molinero F.,Ndiaye A.,Portillo F.,Rodriguez A.,Pacheco D.,Shibasaki G.,Suarez D.,42 323,Estadio Benito Villamarín (Sevilla),LaLiga - Round 11
04.11.2017 21:45,Barcelona,Sevilla,2-1Finished,Alba J.,Alcacer P.,Busquets S.,Iniesta A. (C),Messi L.,Pique G.,Rakitic I.,Suarez L.,Semedo N.,ter Stegen M. (G),Soria D. (G),Dembele O.,Gomes A.,Rafinha,Soria D. (G),Corchia S.,Escudero S. (C),Kjaer S.,Lenglet C.,Muriel L.,Navas J.,N'Zonzi S.,Pizarro G.,Sarabia P.,Soria D. (G),Carrico D.,Mena P.,Montoya W.,70 723,Camp Nou (Barcelona),LaLiga - Round 11
