date - time,team1,team2,result (team1 - team2),team1 player1,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
26.09.2018 21:00,Leganes,Barcelona,2-1Finished,Bustinza U. (C),El Zhar N.,En Nesyri Y.,Garcia R.,Juanfran,Perez R.,Pichu Cuellar (G),Rodriguez O.,Silva J.,Tarin R.,Vesga M.,Jose A.,Munoz E.,Siovas D.,Busquets S.,Coutinho,Dembele O.,Messi L. (C),Munir El Haddadi,Pique G.,Rakitic I.,Roberto S.,ter Stegen M. (G),Umtiti S.,Vermaelen T.,Lenglet C.,Samper S.,null,12 231,Estadio Municipal de Butarque (Leganes),LaLiga - Round 6
26.09.2018 21:00,Ath Bilbao,Villarreal,0-3Finished,Benat,Berchiche Y.,Capa A.,de Marcos O.,Garcia R.,Iturraspe A. (C),Martinez I.,Muniain I.,Nunez U.,Simon U. (G),Williams I.,Aduriz A.,Herrerin I.,Lekue I.,Asenjo S. (G),Bacca C.,Costa J.,Fornals P.,Gonzalez A.,Layun M.,Mario Gaspar (C),Moreno G.,Mori R.,Ruiz V.,Trigueros M.,Bruno,Caseres S.,Fuego J.,39 672,Estadio San Mames (Bilbao),LaLiga - Round 6
26.09.2018 23:00,Valencia,Celta Vigo,1-1Finished,Batshuayi M.,Coquelin F.,Garay E.,Gaya J.,Guedes G.,Murillo J.,Neto (G),Piccini C.,Rodrigo (C),Soler C.,Wass D.,Mina S.,Parejo D.,null,Alvarez S. (G),Araujo N.,Aspas I.,Beltran F.,Cabral G.,Gomez M.,Junca D.,Lobotka S.,Mallo H. (C),Roncaglia F.,Yokuslu O.,Boufal S.,Mazan R.,null,35 495,Estadio de Mestalla (Valencia),LaLiga - Round 6
26.09.2018 23:00,Sevilla,Real Madrid,3-0Finished,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Guilherme Arana,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Amadou I.,Escudero S.,Gabriel Mercado,Asensio M.,Bale G.,Benzema K.,Casemiro,Courtois T. (G),Fernandez N.,Kroos T.,Marcelo,Modric L.,Ramos S. (C),Varane R.,Carvajal D.,Isco,null,40 972,Estadio Ramon Sanchez Pizjuan (Sevilla),LaLiga - Round 6
27.09.2018 21:00,Valladolid,Levante,2-1Finished,Alcaraz R.,Calero F.,Cop D.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Plano O.,Unal E.,Villa T.,Cotan A.,Fernandez J.,Keko,Bardhi E.,Campana J.,Chema,Lopez P. (C),Luna A.,Marti R.,Mayoral B.,Morales J. L.,Oier (G),Postigo S.,Vukcevic N.,Coke,Sadiku A.,null,16 440,Estadio Jose Zorrilla (Valladolid),LaLiga - Round 6
27.09.2018 21:00,Alaves,Getafe,1-1Finished,Brasanac D.,Duarte R.,Ibai,Jonathan Calleri,Jony,Laguardia V.,Marin A.,Navarro X.,Pacheco F. (G) (C),Sobrino R.,Wakaso M.,Baston B.,Ely R.,Twumasi P.,Arambarri M.,Cabrera L.,Djene,Gonzalez B. (C),Maksimovic N.,Mata J.,Ndiaye A.,Portillo F.,Rodriguez A.,Soria D. (G),Suarez D.,Alejo I.,Miquel I.,null,18 373,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 6
27.09.2018 23:00,Girona,Betis,0-1Finished,Aday,Alcala P.,Bernardo,Bono (G),Douglas Luiz,Garcia B.,Granell A. (C),Juanpe,Porro P.,Portu,Stuani C.,Mojica J.,Planas C.,Ramalho J.,Bartra M.,Boudebouz R.,Canales S.,Firpo J.,Guardado A. (C),Guerrero F.,Inui T.,Lopez P. (G),Mandi A.,Moron L.,Sidnei,null,null,null,11 358,Estadio Municipal de Montilivi (Girona),LaLiga - Round 6
28.09.2018 22:00,Rayo Vallecano,Espanyol,2-2Finished,Advincula L.,Amat J.,Ba A.,Bebe,Comesana S.,de Tomas R.,Garcia A. (G) (C),Imbula G.,Kakuta G.,Moreno A.,Trejo O.,Elustondo G.,Tito,null,Garcia S.,Granero E.,Hermoso M.,Iglesias B.,Leo Baptistao,Lopez D. (G),Lopez J. (C),Naldo,Roca M.,Sanchez V.,Vila D.,Lopez D.,null,null,12 102,Campo de Futbol de Vallecas (Madrid),LaLiga - Round 7
29.09.2018 14:00,Real Sociedad,Valencia,0-1Finished,Elustondo A.,Illarramendi A. (C),Merino M.,Moya M. A. (G),Navas R.,Oyarzabal M.,Rodrigues K.,Willian Jose,Zaldua J.,Zubeldia I.,Zurutuza D.,Concha D.,Guridi J.,Hernandez T.,Batshuayi M.,Cheryshev D.,Diakhaby M.,Gabriel Paulista,Gameiro K.,Kondogbia G.,Lato T.,Neto (G),Parejo D. (C),Soler C.,Vezo R.,Gaya J.,Mina S.,Piccini C.,23 577,Reale Arena (San Sebastian),LaLiga - Round 7
29.09.2018 17:15,Barcelona,Ath Bilbao,1-1Finished,Alba J.,Coutinho,Dembele O.,Lenglet C.,Pique G. (C),Rakitic I.,Roberto S.,Semedo N.,Suarez L.,ter Stegen M. (G),Vidal A.,Samper S.,Umtiti S.,Lekue I.,Alvarez Y.,Balenziaga M.,Benat,Berchiche Y.,de Marcos O.,Garcia D.,Garcia R.,Martinez I.,Simon U. (G),Susaeta M. (C),Williams I.,Herrerin I.,Iturraspe A.,Lekue I.,78 015,Camp Nou (Barcelona),LaLiga - Round 7
29.09.2018 19:30,Eibar,Sevilla,1-3Finished,Alvarez S.,Bigas P.,Cote,Diop P.,Dmitrovic M. (G),Enrich S.,Garcia K.,Hervias P.,Orellana F.,Pena R.,Ramis I. (C),Calavera J.,Leon P.,Gabriel Mercado,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Guilherme Arana,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Amadou I.,Escudero S.,Gabriel Mercado,5 443,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 7
29.09.2018 21:45,Real Madrid,Atl. Madrid,0-0Finished,Asensio M.,Bale G.,Benzema K.,Carvajal D.,Casemiro,Courtois T. (G),Fernandez N.,Kroos T.,Modric L.,Ramos S. (C),Varane R.,Isco,Marcelo,null,Costa D.,Filipe Luis,Gimenez J. M.,Godin D. (C),Griezmann A.,Juanfran,Koke,Lemar T.,Niguez S.,Oblak J. (G),Rodri,Savic S.,null,null,78 642,Estadio Santiago Bernabeu (Madrid),LaLiga - Round 7
30.09.2018 13:00,Huesca,Girona,1-1Finished,Aguilera J.,Akapo C.,Avila C.,Cucho,Gallar A.,Jovanovic A. (G),Melero G. (C),Miramon,Musto M.,Pulido J.,Semedo R.,Brezancic R.,Camacho J.,Luisinho,Aday (C),Bernardo,Bono (G),Douglas Luiz,Garcia A.,Garcia B.,Juanpe,Muniesa M.,Pons P.,Portu,Stuani C.,Mojica J.,Planas C.,Ramalho J.,6 779,Estadio El Alcoraz (Huesca),LaLiga - Round 7
30.09.2018 17:15,Villarreal,Valladolid,0-1Finished,Asenjo S. (G),Bacca C.,Cazorla S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Moreno G.,Mori R.,Ruiz V.,Trigueros M.,Bruno,Caseres S.,Fuego J.,Alcaraz R.,Antonito,Calero F.,Cop D.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Suarez L.,Villa T.,Cotan A.,Fernandez J.,Luismi,15 602,Estadio de la Ceramica (Villarreal),LaLiga - Round 7
30.09.2018 19:30,Levante,Alaves,2-1Finished,Boateng E.,Cabaco E.,Campana J.,Jason,Morales J. L. (C),Oier (G),Postigo S.,Prcic S.,Rober Pier,Rochina R.,Tono,Coke,Luna A.,Sadiku A.,Aguirregabiria M.,Burgui,Duarte R.,Garcia M. (C),Guidetti J.,Ibai,Laguardia V.,Maripan G.,Pacheco F. (G),Pina T.,Sobrino R.,Ely R.,Marin A.,Twumasi P.,20 239,Estadi Ciutat de Valencia (Valencia),LaLiga - Round 7
30.09.2018 21:45,Betis,Leganes,1-0Finished,Barragan A.,Bartra M.,Boudebouz R.,Canales S.,Garcia J.,Joaquin (C),Leon S.,Lo Celso G.,Mandi A.,Robles J. (G),Tello C.,Feddal Z.,null,Siovas D.,Bustinza U. (C),El Zhar N.,En Nesyri Y.,Garcia R.,Gumbau G.,Juanfran,Perez R.,Pichu Cuellar (G),Rodriguez O.,Silva J.,Tarin R.,Jose A.,Munoz E.,Siovas D.,48 115,Estadio Benito Villamarin (Sevilla),LaLiga - Round 7
01.10.2018 22:00,Celta Vigo,Getafe,1-1Finished,Alvarez S. (G),Aspas I.,Beltran F.,Cabral G.,Gomez M.,Jensen M.,Junior Alonso,Lobotka S.,Mallo H. (C),Mendez B.,Roncaglia F.,Mazan R.,Mor E.,null,Antunes V.,Arambarri M.,Djene,Gonzalez B.,Maksimovic N.,Molina J. (C),Ndiaye A.,Portillo F.,Rodriguez A.,Soria D. (G),Suarez D.,Miquel I.,null,null,14 330,Estadio de Balaidos (Vigo),LaLiga - Round 7
05.10.2018 22:00,Ath Bilbao,Real Sociedad,1-3Finished,Alvarez Y.,Benat,Berchiche Y.,de Marcos O.,Garcia D.,Garcia R.,Martinez I.,Muniain I.,Simon U. (G),Susaeta M. (C),Williams I.,Lekue I.,null,Hernandez T.,Elustondo A.,Gorosabel A.,Illarramendi A. (C),Jon B.,Moya M. A. (G),Navas R.,Oyarzabal M.,Pardo R.,Rodrigues K.,Sangalli L.,Zubeldia I.,Concha D.,Guridi J.,Hernandez T.,46 860,Estadio San Mames (Bilbao),LaLiga - Round 8
06.10.2018 14:00,Girona,Eibar,2-3Finished,Aday,Bernardo,Bono (G),Douglas Luiz,Garcia B.,Granell A. (C),Juanpe,Muniesa M.,Porro P.,Portu,Stuani C.,Mojica J.,Planas C.,Ramalho J.,Arbilla A.,Charles,Cote,De Blasis P.,Diop P.,Dmitrovic M. (G),Enrich S. (C),Jordan J.,Oliveira P.,Orellana F.,Pena R.,Cardona M.,Escalante G.,Leon P.,10 434,Estadio Municipal de Montilivi (Girona),LaLiga - Round 8
06.10.2018 17:15,Getafe,Levante,0-1Finished,Antunes V.,Arambarri M.,Djene,Gonzalez B.,Maksimovic N.,Mata J.,Molina J. (C),Ndiaye A.,Portillo F.,Soria D. (G),Suarez D.,Miquel I.,null,Luna A.,Boateng E.,Cabaco E.,Campana J.,Jason,Morales J. L. (C),Oier (G),Postigo S.,Prcic S.,Rober Pier,Rochina R.,Tono,Chema,Coke,Luna A.,9 375,Coliseum Alfonso Perez (Getafe),LaLiga - Round 8
06.10.2018 19:30,Alaves,Real Madrid,1-0Finished,Brasanac D.,Duarte R.,Ibai,Jonathan Calleri,Jony,Laguardia V.,Maripan G.,Navarro X.,Pacheco F. (G) (C),Pina T.,Wakaso M.,Twumasi P.,null,Marcelo,Bale G.,Benzema K.,Casemiro,Ceballos D.,Courtois T. (G),Fernandez N.,Kroos T.,Modric L.,Odriozola A.,Ramos S. (C),Varane R.,Carvajal D.,Isco,Marcelo,17 329,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 8
06.10.2018 21:45,Leganes,Rayo Vallecano,1-0Finished,Bustinza U. (C),Carrillo G.,El Zhar N.,Perez R.,Pichu Cuellar (G),Rodriguez O.,Santos M.,Silva J.,Siovas D.,Tarin R.,Vesga M.,Jose A.,Munoz E.,Szymanowski A.,Advincula L.,Amat J.,Ba A.,Bebe,Comesana S.,de Tomas R.,Garcia A. (G) (C),Kakuta G.,Medran A.,Moreno A.,Trejo O.,Elustondo G.,Tito,null,10 801,Estadio Municipal de Butarque (Leganes),LaLiga - Round 8
07.10.2018 13:00,Valladolid,Huesca,1-0Finished,Alcaraz R.,Calero F.,Cop D.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Suarez L.,Unal E.,Villa T.,Cotan A.,Fernandez J.,Keko,Aguilera J.,Avila C.,Etxeita X.,Ferreiro D.,Gomez M.,Gurler S.,Jovanovic A. (G),Miramon,Pulido J.,Sastre L. (C),Semedo R.,Akapo C.,Camacho J.,Luisinho,17 474,Estadio Jose Zorrilla (Valladolid),LaLiga - Round 8
07.10.2018 17:15,Atl. Madrid,Betis,1-0Finished,Filipe Luis,Godin D. (C),Griezmann A.,Hernandez L.,Juanfran,Kalinic N.,Koke,Lemar T.,Niguez S.,Oblak J. (G),Rodri,Costa D.,Gimenez J. M.,Savic S.,Bartra M.,Canales S.,Firpo J.,Guardado A.,Guerrero F.,Joaquin (C),Lo Celso G.,Lopez P. (G),Mandi A.,Moron L.,Sidnei,null,null,null,63 719,Metropolitano Stadium (Madrid),LaLiga - Round 8
07.10.2018 19:30,Sevilla,Celta Vigo,2-1Finished,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Guilherme Arana,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Amadou I.,Escudero S.,Gabriel Mercado,Alvarez S. (G),Araujo N.,Aspas I.,Beltran F.,Cabral G.,Gomez M.,Junca D.,Lobotka S.,Mallo H. (C),Roncaglia F.,Sisto P.,Jensen M.,Mazan R.,Mor E.,38 141,Estadio Ramon Sanchez Pizjuan (Sevilla),LaLiga - Round 8
07.10.2018 19:30,Espanyol,Villarreal,3-1Finished,Darder S.,Garcia S.,Granero E.,Hermoso M.,Hernan Perez,Iglesias B.,Lopez D. (G),Lopez D.,Lopez J. (C),Roca M.,Vila D.,null,null,Fuego J.,Asenjo S. (G),Costa J. (C),Fornals P.,Gonzalez A.,Layun M.,Miguelon,Moreno G.,Mori R.,Ruiz V.,Toko Ekambi K.,Trigueros M.,Bruno,Caseres S.,Fuego J.,19 485,RCDE Stadium (Cornella de Llobregat),LaLiga - Round 8
07.10.2018 21:45,Valencia,Barcelona,1-1Finished,Batshuayi M.,Gabriel Paulista,Gameiro K.,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Neto (G),Parejo D. (C),Piccini C.,Soler C.,Mina S.,null,Umtiti S.,Alba J.,Arthur,Busquets S.,Coutinho,Messi L. (C),Pique G.,Rakitic I.,Semedo N.,Suarez L.,ter Stegen M. (G),Vermaelen T.,Roberto S.,Samper S.,Umtiti S.,46 280,Estadio de Mestalla (Valencia),LaLiga - Round 8
19.10.2018 22:00,Celta Vigo,Alaves,0-1Finished,Alvarez S. (G),Aspas I.,Beltran F.,Boufal S.,Cabral G.,Eckert Ayensa D.,Junior Alonso,Lobotka S.,Mallo H. (C),Mendez B.,Roncaglia F.,Araujo N.,Gomez M.,Jensen M.,Aguirregabiria M.,Brasanac D.,Duarte R.,Garcia M. (C),Ibai,Jonathan Calleri,Jony,Laguardia V.,Navarro X.,Pacheco F. (G),Pina T.,Ely R.,Twumasi P.,null,15 805,Estadio de Balaidos (Vigo),LaLiga - Round 9
20.10.2018 14:00,Real Madrid,Levante,1-2Finished,Asensio M.,Casemiro,Courtois T. (G),Diaz M.,Isco,Lucas,Marcelo,Modric L.,Odriozola A.,Ramos S. (C),Varane R.,Carvajal D.,Vallejo J.,Sadiku A.,Bardhi E.,Cabaco E.,Campana J.,Jason,Marti R.,Morales J. L. (C),Oier (G),Postigo S.,Rober Pier,Rochina R.,Tono,Coke,Luna A.,Sadiku A.,63 762,Estadio Santiago Bernabeu (Madrid),LaLiga - Round 9
20.10.2018 17:15,Valencia,Leganes,1-1Finished,Cheryshev D.,Coquelin F.,Gabriel Paulista,Gameiro K.,Garay E.,Gaya J.,Neto (G),Parejo D. (C),Piccini C.,Rodrigo,Wass D.,Guedes G.,Kondogbia G.,Mina S.,Carrillo G.,El Zhar N.,Gumbau G.,Juanfran,Omeruo K.,Perez R. (C),Pichu Cuellar (G),Rodriguez O.,Silva J.,Siovas D.,Vesga M.,Bustinza U.,Jose A.,Munoz E.,35 711,Estadio de Mestalla (Valencia),LaLiga - Round 9
20.10.2018 19:30,Villarreal,Atl. Madrid,1-1Finished,Asenjo S. (G),Cazorla S.,Costa J.,Fornals P.,Gonzalez A.,Iturra M.,Mario Gaspar (C),Moreno G.,Mori R.,Pedraza A.,Trigueros M.,Bruno,Fuego J.,Morlanes M.,Filipe Luis,Gimenez J. M.,Griezmann A.,Hernandez L.,Juanfran,Kalinic N.,Koke (C),Niguez S.,Oblak J. (G),Partey T.,Rodri,Costa D.,Savic S.,null,17 273,Estadio de la Ceramica (Villarreal),LaLiga - Round 9
20.10.2018 21:45,Barcelona,Sevilla,4-2Finished,Alba J.,Arthur,Busquets S.,Coutinho,Lenglet C.,Messi L. (C),Pique G.,Rakitic I.,Semedo N.,Suarez L.,ter Stegen M. (G),Samper S.,Umtiti S.,Vermaelen T.,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Guilherme Arana,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Amadou I.,Escudero S.,Gonalons M.,87 244,Camp Nou (Barcelona),LaLiga - Round 9
21.10.2018 13:00,Rayo Vallecano,Getafe,1-2Finished,Advincula L.,Akieme S.,Amat J.,Comesana S.,de Tomas R.,Embarba A.,Galvez A.,Garcia A. (G) (C),Garcia A.,Imbula G.,Trejo O.,Elustondo G.,Kakuta G.,Medran A.,Antunes V.,Arambarri M.,Cabrera L.,Djene,Foulquier D.,Maksimovic N.,Molina J. (C),Ndiaye A.,Rodriguez A.,Soria D. (G),Suarez D.,Portillo F.,null,null,11 856,Campo de Futbol de Vallecas (Madrid),LaLiga - Round 9
21.10.2018 17:15,Eibar,Ath Bilbao,1-1Finished,Arbilla A.,Charles,Cote,De Blasis P.,Diop P.,Enrich S.,Jordan J.,Orellana F.,Pena R.,Ramis I. (C),Riesgo A. (G),Calavera J.,Dmitrovic M.,Escalante G.,Aduriz A.,Alvarez Y.,Berchiche Y.,de Marcos O.,Garcia D.,Garcia R.,Herrerin I. (G),Lopez U.,Martinez I.,Muniain I. (C),Williams I.,Benat,Iturraspe A.,Lekue I.,6 519,Estadio Municipal de Ipurua (Eibar),LaLiga - Round 9
21.10.2018 19:30,Huesca,Espanyol,0-2Finished,Akapo C.,Avila C.,Cucho,Gallar A.,Gomez M.,Jovanovic A. (G),Longo S.,Miramon,Musto M.,Pulido J. (C),Semedo R.,Brezancic R.,Camacho J.,Luisinho,Garcia S.,Granero E.,Hermoso M.,Hernan Perez,Iglesias B.,Lopez D. (G),Lopez D.,Lopez J. (C),Roca M.,Sanchez V.,Vila D.,null,null,null,6 964,Estadio El Alcoraz (Huesca),LaLiga - Round 9
21.10.2018 21:45,Betis,Valladolid,0-1Finished,Bartra M.,Boudebouz R.,Canales S.,Carvalho W.,Firpo J.,Garcia J. (C),Guerrero F.,Inui T.,Lopez P. (G),Moron L.,Sidnei,Guardado A.,Joaquin,Tello C.,Alcaraz R.,Antonito,Calero F.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Suarez L.,Unal E.,Villa T.,Cop D.,Cotan A.,Fernandez J.,42 581,Estadio Benito Villamarin (Sevilla),LaLiga - Round 9
22.10.2018 22:00,Real Sociedad,Girona,0-0Finished,Elustondo A.,Gorosabel A.,Illarramendi A. (C),Jon B.,Moya M. A. (G),Navas R.,Oyarzabal M.,Pardo R.,Ramirez S.,Rodrigues K.,Zubeldia I.,Concha D.,Guridi J.,Hernandez T.,Aday (C),Bernardo,Bono (G),Douglas Luiz,Doumbia S.,Garcia B.,Juanpe,Pons P.,Porro P.,Portu,Ramalho J.,Granell A.,Iraizoz G.,Mojica J.,20 997,Reale Arena (San Sebastian),LaLiga - Round 9
24.10.2018 20:00,Rayo Vallecano,Ath Bilbao,1-1Finished,Advincula L.,Amat J.,Comesana S.,de Tomas R.,Embarba A.,Galvez A.,Garcia A. (G) (C),Imbula G.,Kakuta G.,Moreno A.,Pozo J.,Elustondo G.,Medran A.,Tito,Aduriz A.,Berchiche Y.,de Marcos O.,Garcia D.,Herrerin I. (G),Lopez U.,Martinez I.,Muniain I.,Nolaskoain P.,Susaeta M. (C),Williams I.,Benat,Lekue I.,null,11 850,Campo de Futbol de Vallecas (Madrid),LaLiga - Round 3
26.10.2018 22:00,Valladolid,Espanyol,1-1Finished,Alcaraz R.,Antonito,Calero F.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Suarez L.,Unal E.,Villa T.,Cop D.,Cotan A.,Keko,Darder S.,Garcia S.,Hermoso M.,Hernan Perez,Iglesias B.,Lopez D. (G),Lopez D.,Lopez J. (C),Melendo O.,Roca M.,Vila D.,null,null,null,18 231,Estadio Jose Zorrilla (Valladolid),LaLiga - Round 10
27.10.2018 14:00,Girona,Rayo Vallecano,2-1Finished,Aday (C),Bernardo,Bono (G),Douglas Luiz,Garcia B.,Juanpe,Lozano C.,Pons P.,Porro P.,Portu,Ramalho J.,Granell A.,Iraizoz G.,Mojica J.,Advincula L.,Amat J.,Comesana S.,de Tomas R.,Embarba A.,Galvez A.,Garcia A. (G) (C),Imbula G.,Kakuta G.,Moreno A.,Trejo O.,Elustondo G.,Medran A.,Tito,6 618,Estadio Municipal de Montilivi (Girona),LaLiga - Round 10
27.10.2018 17:15,Ath Bilbao,Valencia,0-0Finished,Aduriz A.,Alvarez Y.,Berchiche Y.,Capa A.,Garcia D.,Garcia R.,Herrerin I. (G),Martinez I.,Rico M.,San Jose M.,Susaeta M. (C),Benat,Lekue I.,Mina S.,Batshuayi M.,Coquelin F.,Gabriel Paulista,Garay E.,Gaya J.,Kondogbia G.,Neto (G),Parejo D. (C),Rodrigo,Soler C.,Vezo R.,Cheryshev D.,Guedes G.,Mina S.,39 261,Estadio San Mames (Bilbao),LaLiga - Round 10
27.10.2018 19:30,Levante,Leganes,2-0Finished,Bardhi E.,Cabaco E.,Campana J.,Jason,Marti R.,Morales J. L. (C),Oier (G),Postigo S.,Rober Pier,Rochina R.,Tono,Coke,Luna A.,Sadiku A.,Carrillo G.,Juanfran,Omeruo K.,Perez R. (C),Pichu Cuellar (G),Recio,Rodriguez O.,Sabin,Silva J.,Siovas D.,Tarin R.,Bustinza U.,Jose A.,Munoz E.,19 754,Estadi Ciutat de Valencia (Valencia),LaLiga - Round 10
27.10.2018 19:30,Celta Vigo,Eibar,4-0Finished,Alvarez S. (G),Aspas I.,Beltran F.,Boufal S.,Cabral G.,Junca D.,Lobotka S.,Mallo H. (C),Mendez B.,Mor E.,Roncaglia F.,Gomez M.,Jensen M.,Mazan R.,Arbilla A.,Bigas P.,Cote,De Blasis P.,Diop P.,Enrich S.,Garcia K.,Jordan J.,Orellana F.,Pena R.,Riesgo A. (G) (C),Calavera J.,Dmitrovic M.,Escalante G.,15 509,Estadio de Balaidos (Vigo),LaLiga - Round 10
27.10.2018 21:45,Atl. Madrid,Real Sociedad,2-0Finished,Arias S.,Correa A.,Costa D.,Godin D. (C),Griezmann A.,Hernandez L.,Koke,Niguez S.,Oblak J. (G),Rodri,Savic S.,Gimenez J. M.,Juanfran,Merino M.,Elustondo A.,Gorosabel A.,Illarramendi A. (C),Moya M. A. (G),Navas R.,Pardo R.,Rodrigues K.,Sangalli L.,Willian Jose,Zubeldia I.,Zurutuza D.,Concha D.,Guridi J.,Merino M.,57 514,Metropolitano Stadium (Madrid),LaLiga - Round 10
28.10.2018 13:00,Getafe,Betis,2-0Finished,Antunes V.,Arambarri M.,Cabrera L.,Djene,Foulquier D.,Maksimovic N.,Molina J. (C),Ndiaye A.,Rodriguez A.,Soria D. (G),Suarez D.,Portillo F.,null,null,Barragan A.,Bartra M.,Boudebouz R.,Carvalho W.,Firpo J.,Lo Celso G.,Mandi A. (C),Moron L.,Robles J. (G),Sanabria A.,Sidnei,Garcia J.,Guardado A.,null,12 086,Coliseum Alfonso Perez (Getafe),LaLiga - Round 10
28.10.2018 17:15,Barcelona,Real Madrid,5-1Finished,Alba J.,Arthur,Busquets S. (C),Coutinho,Lenglet C.,Pique G.,Rafinha,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Messi L.,Samper S.,Umtiti S.,Bale G.,Benzema K.,Casemiro,Courtois T. (G),Fernandez N.,Isco,Kroos T.,Marcelo,Modric L.,Ramos S. (C),Varane R.,Carvajal D.,Vallejo J.,null,93 265,Camp Nou (Barcelona),LaLiga - Round 10
28.10.2018 19:30,Alaves,Villarreal,2-1Finished,Aguirregabiria M.,Duarte R.,Ibai,Jonathan Calleri,Jony,Laguardia V.,Navarro X.,Pacheco F. (G) (C),Pina T.,Sobrino R.,Wakaso M.,Ely R.,Marin A.,Twumasi P.,Asenjo S. (G),Caseres S.,Cazorla S.,Costa J.,Fornals P.,Gonzalez A.,Mario Gaspar (C),Moreno G.,Mori R.,Pedraza A.,Trigueros M.,Bacca C.,Bruno,Fuego J.,16 956,Estadio Mendizorrotza (Vitoria-Gasteiz),LaLiga - Round 10
28.10.2018 21:45,Sevilla,Huesca,2-1Finished,Andre Silva,Banega E.,Ben Yedder W.,Carrico D.,Gomez S.,Guilherme Arana,Kjaer S.,Navas J. (C),Sarabia P.,Vaclik T. (G),Vazquez F.,Gonalons M.,null,Luisinho,Aguilera J.,Akapo C.,Cucho,Etxeita X. (C),Ferreiro D.,Gomez M.,Gurler S.,Jovanovic A. (G),Miramon,Pulido J.,Semedo R.,Brezancic R.,Camacho J.,Luisinho,33 022,Estadio Ramon Sanchez Pizjuan (Sevilla),LaLiga - Round 10
03.11.2018 14:00,Leganes,Atl. Madrid,1-1Finished,El Zhar N.,En Nesyri Y.,Juanfran,Omeruo K.,Perez R. (C),Pichu Cuellar (G),Recio,Rodriguez O.,Silva J.,Siovas D.,Tarin R.,Bustinza U.,Jose A.,Munoz E.,Arias S.,Correa A.,Filipe Luis,Griezmann A. (C),Hernandez L.,Lemar T.,Martins G.,Niguez S.,Oblak J. (G),Rodri,Savic S.,Costa D.,Godin D.,Koke,11 157,Estadio Municipal de Butarque (Leganes),LaLiga - Round 11
03.11.2018 17:15,Real Madrid,Valladolid,2-0Finished,Asensio M.,Bale G.,Benzema K.,Casemiro,Courtois T. (G),Fernandez N.,Kroos T.,Modric L.,Odriozola A.,Ramos S. (C),Reguilon S.,Carvajal D.,Diaz M.,Marcelo,Alcaraz R.,Antonito,Calero F.,Kiko Olivas,Masip J. (G),Michel,Moyano J. (C),Nacho,Suarez L.,Unal E.,Villa T.,,Keko,Salisu M.,68 120,Estadio Santiago Bernabeu (Madrid),LaLiga - Round 11
03.11.2018 19:30,Valencia,Girona,0-1Finished,Coquelin F.,Gabriel Paulista,Garay E.,Gaya J.,Guedes G.,Kondogbia G.,Mina S.,Neto (G),Rodrigo (C),Soler C.,Wass D.,Cheryshev D.,Parejo D.,Piccini C.,Bernardo,Bono (G),Doumbia S.,Garcia A.,Garcia B.,Muniesa M.,Planas C.,Pons P. (C),Porro P.,Ramalho J.,Roberts P.,Aday,Douglas Luiz,Juanpe,38 823,Estadio de Mestalla (Valencia),LaLiga - Round 11
03.11.2018 21:45,Rayo Vallecano,Barcelona,2-3Finished,Advincula L.,Amat J.,Comesana S.,de Tomas R.,Embarba A.,Galvez A.,Garcia A. (G) (C),Imbula G.,Moreno A.,Pozo J.,Trejo O.,Elustondo G.,Medran A.,Tito,Alba J.,Arthur,Busquets S. (C),Coutinho,Lenglet C.,Pique G.,Rafinha,Rakitic I.,Roberto S.,Suarez L.,ter Stegen M. (G),Messi L.,Samper S.,Umtiti S.,13 621,Campo de Futbol de Vallecas (Madrid),LaLiga - Round 11
