team1 ID,team2 ID,team1 market value,team2 market value,audience,team1 table position,team2 table position,team1 league titles,team2 league titles,team1 champions league titles,team2 champions league titles,team1 europa league titles,team2 europa league titles,team1 Rank,team2 Rank,result
19,4,91.25,249.4,19.149,15,4,0,8,0,0,0,0,154,158,1
14,9,81.75,253.2,10.872,11,5,0,1,0,0,0,5,142,162,2
12,20,74.8,220.0,13.887,19,16,0,0,0,0,0,1,150,160,2
3,16,711.15,55.2,62.906,10,20,10,0,0,0,2,0,166,154,1
8,7,132.25,66.45,46.174,16,18,1,1,0,0,0,0,152,152,1
13,2,65.6,1090.0,14.922,14,3,0,24,0,5,0,0,144,170,2
15,5,61.85,398.05,23.084,12,11,0,6,0,0,0,1,148,156,0
18,10,60.05,58.55,4.986,16,7,0,0,0,0,0,0,152,150,1
15,6,61.85,232.95,17.415,12,3,0,2,0,0,0,0,148,156,1
11,13,173.05,65.6,14.7,17,15,0,0,0,0,0,0,156,144,0
20,17,220.0,97.8,17.071,10,16,0,0,0,0,1,0,160,154,0
1,8,955.35,132.25,65.102,5,11,33,1,12,0,2,0,172,152,2
9,19,253.2,91.25,35.317,2,11,1,0,0,0,5,0,162,154,1
7,12,66.45,74.8,18.518,18,19,1,0,0,0,0,0,152,150,1
4,3,249.4,711.15,43.381,8,7,8,10,0,0,0,2,158,166,2
10,14,58.55,81.75,9.781,10,16,0,0,0,0,0,0,150,142,0
2,18,1090.0,60.05,51.645,2,13,24,0,5,0,0,0,170,152,1
5,16,398.05,55.2,36.215,12,20,6,0,0,0,1,0,156,154,1
8,15,132.25,61.85,48.237,6,5,1,0,0,0,0,0,152,148,1
6,5,232.95,398.05,20.266,5,7,2,6,0,0,0,1,156,156,2
19,10,91.25,58.55,17.56,12,11,0,0,0,0,0,0,154,150,2
18,11,60.05,173.05,5.345,13,17,0,0,0,0,0,0,152,156,2
13,20,65.6,220.0,10.874,15,11,0,0,0,0,0,1,144,160,1
17,7,97.8,66.45,19.585,16,18,0,1,0,0,0,0,154,152,1
14,2,81.75,1090.0,13.305,17,1,0,24,0,5,0,0,142,170,2
16,4,55.2,249.4,23.425,20,12,0,8,0,0,0,0,154,158,0
12,1,74.8,955.35,19.559,20,9,0,33,0,12,0,2,150,172,2
3,9,711.15,253.2,60.823,5,2,10,1,0,0,2,5,166,162,1
10,3,58.55,711.15,11.454,7,2,0,10,0,0,0,2,150,166,0
15,12,61.85,74.8,18.528,9,20,0,0,0,0,0,0,148,150,2
9,16,253.2,55.2,34.43,3,20,1,0,0,0,5,0,162,154,1
7,13,66.45,65.6,19.329,18,10,1,0,0,0,0,0,152,144,1
11,14,173.05,81.75,16.126,14,18,0,0,0,0,0,0,156,142,0
1,17,955.35,97.8,71.205,6,11,33,0,12,0,2,0,172,154,1
20,18,220.0,60.05,17.09,14,17,0,0,0,0,1,0,160,152,1
5,4,398.05,249.4,42.07,6,13,6,8,0,0,1,0,156,158,1
2,19,1090.0,91.25,0.0,1,16,24,0,5,0,0,0,170,154,1
6,8,232.95,132.25,19.669,9,6,2,1,0,0,0,0,156,152,0
19,11,91.25,173.05,15.799,16,14,0,0,0,0,0,0,154,156,2
8,5,132.25,398.05,48.792,6,4,1,6,0,0,0,1,152,156,2
16,10,55.2,58.55,23.951,20,7,0,0,0,0,0,0,154,150,2
14,20,81.75,220.0,9.935,18,9,0,0,0,0,0,1,142,160,2
18,7,60.05,66.45,5.125,17,15,0,1,0,0,0,0,152,152,0
3,2,711.15,1090.0,64.393,4,1,10,24,0,5,2,0,166,170,0
12,6,74.8,232.95,19.84,19,10,0,2,0,0,0,0,150,156,2
13,1,65.6,955.35,15.35,12,5,0,33,0,12,0,2,144,172,2
4,9,249.4,253.2,40.197,14,4,8,1,0,0,0,5,158,162,1
17,15,97.8,61.85,19.365,14,12,0,0,0,0,0,0,154,148,0
7,14,66.45,81.75,17.588,15,18,1,0,0,0,0,0,152,142,2
6,17,232.95,97.8,18.434,9,13,2,0,0,0,0,0,156,154,0
1,18,955.35,60.05,63.705,3,17,33,0,12,0,2,0,172,152,1
10,4,58.55,249.4,10.509,6,11,0,8,0,0,0,0,150,158,1
11,3,173.05,711.15,13.031,10,6,0,10,0,0,0,2,156,166,2
20,19,220.0,91.25,16.709,9,18,0,0,0,0,1,0,160,154,1
2,16,1090.0,55.2,69.872,1,20,24,0,5,0,0,0,170,154,1
5,9,398.05,253.2,44.375,4,6,6,1,0,0,1,5,156,162,1
8,12,132.25,74.8,49.304,9,19,1,0,0,0,0,0,152,150,1
15,13,61.85,65.6,17.287,12,15,0,0,0,0,0,0,148,144,0
19,7,91.25,66.45,14.769,18,16,0,1,0,0,0,0,154,152,2
18,15,60.05,61.85,5.131,17,12,0,0,0,0,0,0,152,148,0
17,8,97.8,132.25,17.545,14,8,0,1,0,0,0,0,154,152,1
16,11,55.2,173.05,19.541,20,12,0,0,0,0,0,0,154,156,1
14,1,81.75,955.35,13.382,15,3,0,33,0,12,0,2,142,172,1
13,6,65.6,232.95,11.01,16,9,0,2,0,0,0,0,144,156,1
9,10,253.2,58.55,32.097,6,5,1,0,0,0,5,0,162,150,1
4,2,249.4,1090.0,43.57,15,1,8,24,0,5,0,0,158,170,2
3,20,711.15,220.0,61.421,4,7,10,0,0,0,2,1,166,160,0
12,5,74.8,398.05,18.638,20,2,0,6,0,0,0,1,150,156,2
1,19,955.35,91.25,67.12,3,18,33,0,12,0,2,0,172,154,1
20,16,220.0,55.2,17.755,7,19,0,0,0,0,1,0,160,154,1
6,18,232.95,60.05,20.387,9,17,2,0,0,0,0,0,156,152,1
11,4,173.05,249.4,19.779,14,15,0,8,0,0,0,0,156,158,1
15,14,61.85,81.75,18.324,12,13,0,0,0,0,0,0,148,142,2
2,9,1090.0,253.2,70.723,1,6,24,1,5,0,0,5,170,162,1
12,17,74.8,97.8,19.368,20,12,0,0,0,0,0,0,150,154,1
7,3,66.45,711.15,22.733,16,4,1,10,0,0,0,2,152,166,2
5,10,398.05,58.55,39.694,2,7,6,0,0,0,1,0,156,150,1
8,13,132.25,65.6,42.323,9,14,1,0,0,0,0,0,152,144,0
18,8,60.05,132.25,4.638,17,9,0,1,0,0,0,0,152,152,1
4,20,249.4,220.0,36.666,15,5,8,0,0,0,0,1,158,160,0
19,15,91.25,61.85,26.212,18,14,0,0,0,0,0,0,154,148,2
17,5,97.8,398.05,25.529,13,2,0,6,0,0,0,1,154,156,2
16,7,55.2,66.45,24.563,20,16,0,1,0,0,0,0,154,152,1
3,1,711.15,955.35,66.496,4,3,10,33,0,12,2,2,166,172,0
9,11,253.2,173.05,35.03,6,12,1,0,0,0,5,0,162,156,1
10,2,58.55,1090.0,11.454,7,1,0,24,0,5,0,0,150,170,2
13,12,65.6,74.8,10.014,14,20,0,0,0,0,0,0,144,150,1
14,6,81.75,232.95,10.136,11,8,0,2,0,0,0,0,142,156,0
17,13,97.8,65.6,11.756,14,10,0,0,0,0,0,0,154,144,1
5,2,398.05,1090.0,47.775,2,1,6,24,0,5,1,0,156,170,0
20,9,220.0,253.2,18.698,6,5,0,1,0,0,1,5,160,162,2
6,19,232.95,91.25,19.78,7,19,2,0,0,0,0,0,156,154,0
7,4,66.45,249.4,20.879,16,15,1,8,0,0,0,0,152,158,0
15,3,61.85,711.15,21.549,13,5,0,10,0,0,0,2,148,166,2
8,14,132.25,81.75,45.681,9,11,1,0,0,0,0,0,152,142,0
1,16,955.35,55.2,75.671,5,18,33,0,12,0,2,0,172,154,1
12,18,74.8,60.05,19.272,20,17,0,0,0,0,0,0,150,152,2
11,10,173.05,58.55,10.611,14,9,0,0,0,0,0,0,156,150,1
14,12,81.75,74.8,7.316,10,20,0,0,0,0,0,0,142,150,2
19,8,91.25,132.25,16.313,20,8,0,1,0,0,0,0,154,152,1
18,17,60.05,97.8,4.693,15,13,0,0,0,0,0,0,152,154,1
13,5,65.6,398.05,12.48,13,2,0,6,0,0,0,1,144,156,1
10,20,58.55,220.0,10.017,10,6,0,0,0,0,0,1,150,160,1
4,1,249.4,955.35,44.884,16,4,8,33,0,12,0,2,158,172,0
9,7,253.2,66.45,32.017,5,17,1,1,0,0,5,0,162,152,1
3,6,711.15,232.95,57.394,5,8,10,2,0,0,2,0,166,156,1
2,11,1090.0,173.05,63.208,1,12,24,0,5,0,0,0,170,156,0
16,15,55.2,61.85,17.886,20,15,0,0,0,0,0,0,154,148,0
17,14,97.8,81.75,13.846,14,12,0,0,0,0,0,0,154,142,2
20,2,220.0,1090.0,21.087,6,1,0,24,0,5,1,0,160,170,2
15,4,61.85,249.4,18.005,15,16,0,8,0,0,0,0,148,158,2
8,3,132.25,711.15,45.517,11,3,1,10,0,0,0,2,152,166,2
6,16,232.95,55.2,16.834,9,20,2,0,0,0,0,0,156,154,2
5,11,398.05,173.05,35.633,3,12,6,0,0,0,1,0,156,156,1
7,10,66.45,58.55,18.366,17,7,1,0,0,0,0,0,152,150,1
1,9,955.35,253.2,76.924,4,5,33,1,12,0,2,5,172,162,1
13,18,65.6,60.05,9.317,10,13,0,0,0,0,0,0,144,152,0
12,19,74.8,91.25,18.567,20,19,0,0,0,0,0,0,150,154,1
10,1,58.55,955.35,11.423,7,4,0,33,0,12,0,2,150,172,2
16,8,55.2,132.25,22.488,19,11,0,1,0,0,0,0,154,152,2
2,7,1090.0,66.45,53.607,1,17,24,1,5,0,0,0,170,152,1
19,17,91.25,97.8,14.02,20,15,0,0,0,0,0,0,154,154,0
11,20,173.05,220.0,18.215,12,6,0,0,0,0,0,1,156,160,2
14,13,81.75,65.6,10.095,9,10,0,0,0,0,0,0,142,144,1
3,12,711.15,74.8,49.937,4,18,10,0,0,0,2,0,166,150,1
18,5,60.05,398.05,5.219,13,3,0,6,0,0,0,1,152,156,1
4,6,249.4,232.95,45.504,14,12,8,2,0,0,0,0,158,156,0
9,15,253.2,61.85,25.803,5,16,1,0,0,0,5,0,162,148,0
7,11,66.45,173.05,27.877,17,13,1,0,0,0,0,0,152,156,2
5,20,398.05,220.0,39.181,3,6,6,0,0,0,1,1,156,160,2
1,2,955.35,1090.0,80.264,4,1,33,24,12,5,2,0,172,170,2
17,3,97.8,711.15,19.327,15,2,0,10,0,0,0,2,154,166,1
8,4,132.25,249.4,42.713,8,15,1,8,0,0,0,0,152,158,2
12,16,74.8,55.2,18.733,18,19,0,0,0,0,0,0,150,154,1
18,14,60.05,81.75,4.867,9,7,0,0,0,0,0,0,152,142,1
6,9,232.95,253.2,17.205,14,5,2,1,0,0,0,5,156,162,1
13,19,65.6,91.25,9.231,14,20,0,0,0,0,0,0,144,154,1
15,10,61.85,58.55,14.639,16,14,0,0,0,0,0,0,148,150,0
16,17,55.2,97.8,12.149,19,15,0,0,0,0,0,0,154,154,2
11,1,173.05,955.35,20.872,13,4,0,33,0,12,0,2,156,172,0
4,12,249.4,74.8,41.0,14,18,8,0,0,0,0,0,158,150,1
20,7,220.0,66.45,15.442,6,17,0,1,0,0,1,0,160,152,0
2,15,1090.0,61.85,56.38,1,16,24,0,5,0,0,0,170,148,1
10,6,58.55,232.95,7.523,15,10,0,2,0,0,0,0,150,156,1
9,8,253.2,132.25,40.282,5,15,1,1,0,0,5,0,162,152,2
19,18,91.25,60.05,12.059,20,7,0,0,0,0,0,0,154,152,2
5,14,398.05,81.75,27.749,4,11,6,0,0,0,1,0,156,142,1
3,13,711.15,65.6,47.023,3,13,10,0,0,0,2,0,166,144,1
8,10,132.25,58.55,41.777,10,9,1,0,0,0,0,0,152,150,1
6,2,232.95,1090.0,23.277,12,1,2,24,0,5,0,0,156,170,2
17,4,97.8,249.4,20.228,14,9,0,8,0,0,0,0,154,158,0
12,9,74.8,253.2,19.413,18,5,0,1,0,0,0,5,150,162,1
15,11,61.85,173.05,17.007,16,15,0,0,0,0,0,0,148,156,2
7,5,66.45,398.05,19.031,18,3,1,6,0,0,0,1,152,156,2
18,3,60.05,711.15,6.186,7,3,0,10,0,0,0,2,152,166,2
1,20,955.35,220.0,63.403,4,6,33,0,12,0,2,1,172,160,2
14,19,81.75,91.25,10.037,13,20,0,0,0,0,0,0,142,154,1
13,16,65.6,55.2,9.513,15,19,0,0,0,0,0,0,144,154,1
18,16,60.05,55.2,4.52,7,19,0,0,0,0,0,0,152,154,0
8,2,132.25,1090.0,53.426,8,1,1,24,0,5,0,0,152,170,2
6,11,232.95,173.05,19.081,15,12,2,0,0,0,0,0,156,156,2
1,7,955.35,66.45,63.504,4,18,33,1,12,0,2,0,172,152,1
12,10,74.8,58.55,19.637,17,13,0,0,0,0,0,0,150,150,0
19,5,91.25,398.05,20.242,20,3,0,6,0,0,0,1,154,156,1
20,15,220.0,61.85,16.773,5,17,0,0,0,0,1,0,160,148,1
3,14,711.15,81.75,55.076,2,10,10,0,0,0,2,0,166,142,0
17,9,97.8,253.2,19.607,14,6,0,1,0,0,0,5,154,162,2
13,4,65.6,249.4,11.457,11,12,0,8,0,0,0,0,144,158,0
11,8,173.05,132.25,14.667,8,9,0,1,0,0,0,0,156,152,1
2,12,1090.0,74.8,62.369,1,16,24,0,5,0,0,0,170,150,1
9,13,253.2,65.6,34.011,6,11,1,0,0,0,5,0,162,144,0
3,19,711.15,91.25,55.363,2,19,10,0,0,0,2,0,166,154,1
10,17,58.55,97.8,10.132,13,14,0,0,0,0,0,0,150,154,1
20,6,220.0,232.95,15.052,5,15,0,2,0,0,1,0,160,156,1
16,14,55.2,81.75,22.125,20,12,0,0,0,0,0,0,154,142,0
5,1,398.05,955.35,47.034,3,4,6,33,0,12,1,2,156,172,2
7,15,66.45,61.85,20.151,18,17,1,0,0,0,0,0,152,148,0
4,18,249.4,60.05,39.331,13,8,8,0,0,0,0,0,158,152,0
19,16,91.25,55.2,17.424,19,20,0,0,0,0,0,0,154,154,1
3,5,711.15,398.05,49.596,2,4,10,6,0,0,2,1,166,156,1
14,4,81.75,249.4,9.602,11,13,0,8,0,0,0,0,142,158,1
17,2,97.8,1090.0,23.287,14,1,0,24,0,5,0,0,154,170,0
13,10,65.6,58.55,10.657,10,11,0,0,0,0,0,0,144,150,0
15,1,61.85,955.35,23.542,17,3,0,33,0,12,0,2,148,172,0
12,11,74.8,173.05,19.437,17,7,0,0,0,0,0,0,150,156,1
8,20,132.25,220.0,50.102,12,5,1,0,0,0,0,1,152,160,1
18,9,60.05,253.2,5.311,10,6,0,1,0,0,0,5,152,162,1
6,7,232.95,66.45,15.626,15,18,2,1,0,0,0,0,156,152,1
7,8,66.45,132.25,20.49,18,10,1,1,0,0,0,0,152,152,2
5,15,398.05,61.85,38.199,4,17,6,0,0,0,1,0,156,148,1
11,17,173.05,97.8,15.649,9,15,0,0,0,0,0,0,156,154,0
2,13,1090.0,65.6,75.681,1,11,24,0,5,0,0,0,170,144,0
9,14,253.2,81.75,33.129,6,10,1,0,0,0,5,0,162,142,1
1,6,955.35,232.95,63.811,4,14,33,2,12,0,2,0,172,156,1
10,18,58.55,60.05,9.327,12,8,0,0,0,0,0,0,150,152,2
16,3,55.2,711.15,25.482,20,2,0,10,0,0,0,2,154,166,2
20,12,220.0,74.8,14.984,5,16,0,0,0,0,1,0,160,150,2
4,19,249.4,91.25,33.679,13,19,8,0,0,0,0,0,158,154,0
13,11,65.6,173.05,8.367,11,9,0,0,0,0,0,0,144,156,1
8,1,132.25,955.35,53.486,8,3,1,33,0,12,0,2,152,172,2
17,20,97.8,220.0,19.688,15,5,0,0,0,0,0,1,154,160,0
3,4,711.15,249.4,60.022,2,13,10,8,0,0,2,0,166,158,1
6,15,232.95,61.85,18.173,15,17,2,0,0,0,0,0,156,148,1
16,5,55.2,398.05,21.134,20,4,0,6,0,0,0,1,154,156,2
12,7,74.8,66.45,19.453,16,19,0,1,0,0,0,0,150,152,1
18,2,60.05,1090.0,6.76,7,1,0,24,0,5,0,0,152,170,2
19,9,91.25,253.2,19.161,18,6,0,1,0,0,0,5,154,162,2
14,10,81.75,58.55,9.142,11,12,0,0,0,0,0,0,142,150,1
15,8,61.85,132.25,16.545,17,9,0,1,0,0,0,0,148,152,2
9,3,253.2,711.15,37.884,5,2,1,10,0,0,5,2,162,166,2
5,6,398.05,232.95,37.195,4,13,6,2,0,0,1,0,156,156,1
4,16,249.4,55.2,37.518,14,20,8,0,0,0,0,0,158,154,1
20,13,220.0,65.6,16.125,6,10,0,0,0,0,1,0,160,144,1
2,14,1090.0,81.75,85.417,1,9,24,0,5,0,0,0,170,142,1
10,19,58.55,91.25,9.325,13,18,0,0,0,0,0,0,150,154,0
1,12,955.35,74.8,75.181,4,15,33,0,12,0,2,0,172,150,1
11,18,173.05,60.05,15.383,11,8,0,0,0,0,0,0,156,152,1
7,17,66.45,97.8,18.028,19,16,1,0,0,0,0,0,152,154,0
18,20,60.05,220.0,4.056,8,5,0,0,0,0,0,1,152,160,1
3,10,711.15,58.55,35.033,2,13,10,0,0,0,2,0,166,150,1
4,5,249.4,398.05,34.382,12,4,8,6,0,0,0,1,158,156,0
13,7,65.6,66.45,5.097,11,19,0,1,0,0,0,0,144,152,1
16,9,55.2,253.2,15.516,20,6,0,1,0,0,0,5,154,162,2
14,11,81.75,173.05,6.392,11,10,0,0,0,0,0,0,142,156,1
17,1,97.8,955.35,19.805,16,3,0,33,0,12,0,2,154,172,1
12,15,74.8,61.85,16.812,16,17,0,0,0,0,0,0,150,148,1
19,2,91.25,1090.0,23.778,18,1,0,24,0,5,0,0,154,170,0
8,6,132.25,232.95,40.288,9,16,1,2,0,0,0,0,152,156,0
11,19,173.05,91.25,11.276,11,18,0,0,0,0,0,0,156,154,1
5,8,398.05,132.25,35.565,4,10,6,1,0,0,1,0,156,152,1
6,12,232.95,74.8,21.445,16,14,2,0,0,0,0,0,156,150,1
2,3,1090.0,711.15,90.356,1,2,24,10,5,0,0,2,170,166,1
15,17,61.85,97.8,17.143,17,14,0,0,0,0,0,0,148,154,0
1,13,955.35,65.6,55.106,4,11,33,0,12,0,2,0,172,144,1
7,18,66.45,60.05,19.417,19,7,1,0,0,0,0,0,152,152,0
10,16,58.55,55.2,6.937,16,20,0,0,0,0,0,0,150,154,1
9,4,253.2,249.4,25.185,5,14,1,8,0,0,5,0,162,158,1
20,14,220.0,81.75,14.54,6,9,0,0,0,0,1,0,160,142,2
12,8,74.8,132.25,17.239,16,10,0,1,0,0,0,0,150,152,2
4,10,249.4,58.55,30.787,14,13,8,0,0,0,0,0,158,150,1
19,20,91.25,220.0,18.907,18,6,0,0,0,0,0,1,154,160,2
3,11,711.15,173.05,55.076,2,10,10,0,0,0,2,0,166,156,1
17,6,97.8,232.95,20.314,15,13,0,2,0,0,0,0,154,156,1
16,2,55.2,1090.0,26.667,20,1,0,24,0,5,0,0,154,170,2
13,15,65.6,61.85,8.136,11,17,0,0,0,0,0,0,144,148,2
9,5,253.2,398.05,33.287,5,4,1,6,0,0,5,1,162,156,2
18,1,60.05,955.35,6.707,9,4,0,33,0,12,0,2,152,172,2
14,7,81.75,66.45,10.663,7,19,0,1,0,0,0,0,142,152,1
1,14,955.35,81.75,59.097,3,7,33,0,12,0,2,0,172,142,1
11,16,173.05,55.2,17.23,10,20,0,0,0,0,0,0,156,154,0
20,3,220.0,711.15,19.385,6,2,0,10,0,0,1,2,160,166,1
2,4,1090.0,249.4,84.053,1,12,24,8,5,0,0,0,170,158,1
10,9,58.55,253.2,10.037,15,6,0,1,0,0,0,5,150,162,1
8,17,132.25,97.8,31.23,8,14,1,0,0,0,0,0,152,154,1
6,13,232.95,65.6,17.509,15,11,2,0,0,0,0,0,156,144,2
5,12,398.05,74.8,35.264,4,16,6,0,0,0,1,0,156,150,1
7,19,66.45,91.25,18.942,19,18,1,0,0,0,0,0,152,154,0
15,18,61.85,60.05,16.028,17,9,0,0,0,0,0,0,148,152,1
9,2,253.2,1090.0,37.588,6,1,1,24,0,5,5,0,162,170,0
19,1,91.25,955.35,22.942,18,3,0,33,0,12,0,2,154,172,2
4,11,249.4,173.05,33.657,13,10,8,0,0,0,0,0,158,156,0
14,15,81.75,61.85,11.391,7,17,0,0,0,0,0,0,142,148,0
13,8,65.6,132.25,10.628,11,8,0,1,0,0,0,0,144,152,2
3,7,711.15,66.45,49.351,2,19,10,1,0,0,2,0,166,152,1
18,6,60.05,232.95,6.233,10,15,0,2,0,0,0,0,152,156,0
16,20,55.2,220.0,19.142,20,5,0,0,0,0,0,1,154,160,1
10,5,58.55,398.05,10.697,12,4,0,6,0,0,0,1,150,156,2
17,12,97.8,74.8,15.448,14,16,0,0,0,0,0,0,154,150,0
20,4,220.0,249.4,14.879,5,13,0,8,0,0,1,0,160,158,2
5,17,398.05,97.8,36.296,4,14,6,0,0,0,1,0,156,154,1
6,14,232.95,81.75,18.027,15,8,2,0,0,0,0,0,156,142,1
1,3,955.35,711.15,78.769,4,2,33,10,12,0,2,2,172,166,0
15,19,61.85,91.25,18.402,17,18,0,0,0,0,0,0,148,154,1
2,10,1090.0,58.55,72.126,1,14,24,0,5,0,0,0,170,150,1
8,18,132.25,60.05,50.194,7,10,1,0,0,0,0,0,152,152,1
11,9,173.05,253.2,16.919,9,7,0,1,0,0,0,5,156,162,1
12,13,74.8,65.6,18.241,16,11,0,0,0,0,0,0,150,144,1
7,16,66.45,55.2,16.932,19,20,1,0,0,0,0,0,152,154,1
16,1,55.2,955.35,27.112,20,4,0,33,0,12,0,2,154,172,2
13,17,65.6,97.8,10.593,11,15,0,0,0,0,0,0,144,154,1
3,15,711.15,61.85,58.043,2,17,10,0,0,0,2,0,166,148,1
18,12,60.05,74.8,5.754,11,16,0,0,0,0,0,0,152,150,2
4,7,249.4,66.45,37.715,12,18,8,1,0,0,0,0,158,152,2
19,6,91.25,232.95,10.531,19,14,0,2,0,0,0,0,154,156,2
10,11,58.55,173.05,10.393,15,9,0,0,0,0,0,0,150,156,1
2,5,1090.0,398.05,69.544,1,4,24,6,5,0,0,1,170,156,1
9,20,253.2,220.0,32.192,7,6,1,0,0,0,5,1,162,160,0
14,8,81.75,132.25,11.286,8,5,0,1,0,0,0,0,142,152,2
8,19,132.25,91.25,45.151,5,19,1,0,0,0,0,0,152,154,1
15,16,61.85,55.2,17.372,17,20,0,0,0,0,0,0,148,154,1
12,14,74.8,81.75,18.366,15,8,0,0,0,0,0,0,150,142,2
6,3,232.95,711.15,21.404,12,2,2,10,0,0,0,2,156,166,1
1,4,955.35,249.4,59.193,3,13,33,8,12,0,2,0,172,158,0
17,18,97.8,60.05,12.113,16,12,0,0,0,0,0,0,154,152,2
5,13,398.05,65.6,35.829,4,12,6,0,0,0,1,0,156,144,2
20,10,220.0,58.55,12.556,6,14,0,0,0,0,1,0,160,150,1
11,2,173.05,1090.0,20.347,10,1,0,24,0,5,0,0,156,170,0
7,9,66.45,253.2,24.374,18,7,1,1,0,0,0,5,152,162,0
4,15,249.4,61.85,24.587,13,17,8,0,0,0,0,0,158,148,2
3,8,711.15,132.25,54.594,2,5,10,1,0,0,2,0,166,152,0
19,12,91.25,74.8,7.143,19,15,0,0,0,0,0,0,154,150,2
16,6,55.2,232.95,14.102,20,11,0,2,0,0,0,0,154,156,1
14,17,81.75,97.8,12.313,8,17,0,0,0,0,0,0,142,154,2
11,5,173.05,398.05,17.316,10,4,0,6,0,0,0,1,156,156,0
18,13,60.05,65.6,4.86,12,9,0,0,0,0,0,0,152,144,2
10,7,58.55,66.45,10.124,15,18,0,1,0,0,0,0,150,152,0
9,1,253.2,955.35,38.524,7,3,1,33,0,12,5,2,162,172,1
2,20,1090.0,220.0,54.743,1,6,24,0,5,0,0,1,170,160,1
8,16,132.25,55.2,53.163,5,20,1,0,0,0,0,0,152,154,1
7,2,66.45,1090.0,25.721,18,1,1,24,0,5,0,0,152,170,2
5,18,398.05,60.05,40.328,4,12,6,0,0,0,1,0,156,152,0
12,3,74.8,711.15,18.944,13,2,0,10,0,0,0,2,150,166,2
13,14,65.6,81.75,8.011,8,9,0,0,0,0,0,0,144,142,0
20,11,220.0,173.05,14.135,6,10,0,0,0,0,1,0,160,156,1
1,10,955.35,58.55,59.905,3,15,33,0,12,0,2,0,172,150,1
6,4,232.95,249.4,23.972,12,14,2,8,0,0,0,0,156,158,1
17,19,97.8,91.25,13.589,16,19,0,0,0,0,0,0,154,154,0
15,9,61.85,253.2,17.24,17,7,0,1,0,0,0,5,148,162,1
10,15,58.55,61.85,7.832,15,17,0,0,0,0,0,0,150,148,2
2,1,1090.0,955.35,97.939,1,3,24,33,5,12,0,2,170,172,0
19,13,91.25,65.6,4.624,19,8,0,0,0,0,0,0,154,144,2
3,17,711.15,97.8,49.834,2,17,10,0,0,0,2,0,166,154,2
16,12,55.2,74.8,14.024,20,15,0,0,0,0,0,0,154,150,2
20,5,220.0,398.05,19.079,6,4,0,6,0,0,1,1,160,156,1
11,7,173.05,66.45,20.816,11,18,0,1,0,0,0,0,156,152,0
4,8,249.4,132.25,34.491,16,5,8,1,0,0,0,0,158,152,1
14,18,81.75,60.05,9.706,9,12,0,0,0,0,0,0,142,152,2
9,6,253.2,232.95,34.733,8,11,1,2,0,0,5,0,162,156,1
15,2,61.85,1090.0,22.384,14,1,0,24,0,5,0,0,148,170,1
