web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,lineups,lineups-href,team1 player1,team1 missing player1,team1 missing player2,team1 missing player3,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
"1666015588-269","https://www.flashscore.com/match/O27GgYed/#/match-summary/match-summary","26.08.2017 21:15","Levante","Dep. La Coruna","2-2Finished","Bardhi E.","Campana J.","Chema","Fernandez R. (G)","Jason","Lerma J.","Morales J. L. (C)","Lopez I.","Postigo S.","Sidnei","Sidnei","Bakkali Z.","Cartabia F.","Colak E.","Guilherme","Juanfran","Luisinho","Mosquera P. (C)","Ruben (G)","Schar F.","Sidnei","Lineups","https://www.flashscore.com/match/O27GgYed/#/match-summary/lineups","Alegria A.","Marti R.","null","null","Galan B.","Gil C.","Oscar Pinchi","16 345","Estadi Ciutat de València (Valencia)","LaLiga - Round 2"
