web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,lineups,lineups-href,team1 player1,team1 missing player1,team1 missing player2,team1 missing player3,team2 missing player1,team2 missing player2,team2 missing player3,attendance,place,round
"1671827083-125","https://www.flashscore.com/match/hbyZT02G/#/match-summary/match-summary","04.11.2018 21:45","Betis","Celta Vigo","3-3Finished","Canales S.","Carvalho W.","Firpo J.","Guardado A. (C)","Guerrero F.","Lo Celso G.","Mandi A.","Lopez P. (G)","Moron L.","Yokuslu O.","Yokuslu O.","Aspas I.","Beltran F.","Boufal S.","Cabral G.","Junca D.","Mallo H. (C)","Mendez B.","Mor E.","Roncaglia F.","Yokuslu O.","Lineups","https://www.flashscore.com/match/hbyZT02G/#/match-summary/lineups","Bartra M.","Garcia J.","null","null","Jensen M.","Lobotka S.","null","41 973","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 11"
